,age,female,wealth,religiosity,ethsalience,rcblack,rcwhite,rccol,EDUC,RUSTAND,TRCKNOW,w
699,39.0,1.0,16200.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.626975403951001
700,27.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.1987375012929924
701,20.0,0.0,800.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7928734190436797
702,38.0,0.0,500.0,5.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.7631549841563918
703,33.0,1.0,100.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8660035918785087
704,25.0,1.0,400.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.1211404719129523
705,23.0,1.0,300.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.1824713831818188
706,56.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.2503579222789405
707,42.0,0.0,300.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8077180124568064
708,28.0,0.0,820.0,4.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,2.763998709959234
709,74.0,0.0,20.0,5.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,1.4861431132495908
710,35.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.83622550257414
711,23.0,0.0,15500.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.161460859240018
712,29.0,1.0,720.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.844699809467557
713,22.0,1.0,900.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.159500363518004
714,49.0,1.0,16420.0,6.0,3.0,1.0,0.0,0.0,6.0,3.0,0.0,4.920188292770394
715,72.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.7780557492582287
716,40.0,1.0,16300.0,5.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,1.6044012346560867
717,37.0,0.0,920.0,5.0,2.0,1.0,0.0,0.0,6.0,2.0,0.0,2.6896159688494494
718,66.0,1.0,15900.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.5291800885341877
719,21.0,0.0,820.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.3035565220906595
720,33.0,1.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8319524683179396
721,61.0,1.0,820.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.8202799734544097
722,68.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,4.941512102478189
723,25.0,0.0,900.0,5.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.766923100780443
724,26.0,1.0,900.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1877333394285796
725,27.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.1987375012929924
726,20.0,1.0,1300.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8262531102954351
727,24.0,0.0,15800.0,5.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,3.565855986219943
728,37.0,0.0,700.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.2422685851338975
729,30.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8496818271133841
730,24.0,1.0,800.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,2.114859434385649
731,19.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,1.81987787522045
732,24.0,0.0,16300.0,6.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,3.6267814980882416
733,35.0,1.0,700.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,1.9368617748284798
734,33.0,1.0,720.0,6.0,3.0,1.0,0.0,0.0,6.0,0.0,1.0,1.3761502509072403
735,31.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8142892382095306
736,20.0,1.0,16020.0,6.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.5708024140444212
737,50.0,0.0,300.0,5.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.2350114706595363
738,66.0,0.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.211646211349308
739,19.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,1.8852666759873933
740,25.0,0.0,900.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7697688617705545
741,40.0,1.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8396250969210655
742,71.0,0.0,400.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.5224308494127992
743,36.0,0.0,520.0,5.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,1.403792394967186
744,25.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.197849222341215
745,48.0,1.0,700.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.21884534850872
746,27.0,1.0,100.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.7959250802032845
747,33.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8806849184509193
748,81.0,1.0,700.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.796536534510942
749,36.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.879706202591324
750,26.0,1.0,700.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.1297822475986554
751,26.0,1.0,820.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8628425826137027
752,25.0,0.0,820.0,5.0,3.0,1.0,0.0,0.0,6.0,3.0,0.0,2.7820400094192634
753,23.0,1.0,400.0,4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,2.172050873306593
754,24.0,1.0,900.0,0.0,3.0,1.0,0.0,0.0,6.0,4.0,0.0,3.487033433623101
755,39.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.224428861293185
756,55.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.818059166374845
757,49.0,1.0,800.0,4.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.759972419758862
758,27.0,1.0,1100.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8375374834593101
759,21.0,0.0,700.0,6.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.2217625594495822
760,40.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.2045273924689974
761,24.0,0.0,900.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.8050219832296217
762,21.0,0.0,720.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.800609218498901
763,49.0,0.0,720.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8274311858881664
764,19.0,1.0,300.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1674671611750695
765,20.0,0.0,900.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.244045124132927
766,34.0,1.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8414943835462614
767,34.0,0.0,400.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8072906765448231
768,27.0,1.0,15820.0,3.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,1.628492518641086
769,55.0,1.0,800.0,4.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.8088772539434472
770,49.0,0.0,100.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.2269509264151455
771,73.0,1.0,300.0,5.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,1.549472644020977
772,24.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1974053297303517
773,36.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.7677429812028893
774,28.0,1.0,100.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8482431293507382
775,26.0,1.0,300.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.1837869400038903
776,63.0,0.0,100.0,6.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.3518960571860377
777,21.0,0.0,100.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.2680561709915676
778,48.0,0.0,16020.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.832852238039832
779,36.0,0.0,100.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5295749699764174
780,43.0,1.0,400.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.797479153317054
781,33.0,1.0,100.0,5.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,1.7976970759577449
782,47.0,0.0,400.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,1.365870548159363
783,43.0,1.0,400.0,5.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.239876899481784
784,58.0,0.0,100.0,5.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,1.2491035729308082
785,32.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1777838829051364
786,37.0,0.0,300.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8062225219667745
787,44.0,0.0,400.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.234128493665082
788,28.0,0.0,100.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.250574649989963
789,47.0,0.0,1000.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8231330143512474
790,59.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5543466183163024
791,20.0,0.0,1100.0,5.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.8169242547257791
792,24.0,1.0,700.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.181085067498214
793,20.0,1.0,700.0,4.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,1.9004957676559846
794,35.0,1.0,100.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.895166937613572
795,56.0,0.0,900.0,5.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,2.2137777712999056
796,40.0,1.0,900.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,2.2828629530219016
797,20.0,1.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8384180170817346
798,23.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8812302265160945
799,45.0,0.0,700.0,4.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,2.947570681857234
800,30.0,0.0,400.0,6.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.5506069189575085
801,21.0,1.0,920.0,3.0,2.0,1.0,0.0,0.0,7.0,4.0,1.0,1.2789689780920244
802,22.0,0.0,15820.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,2.308952318876816
803,31.0,0.0,300.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.7602889077738542
804,26.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8829728253741864
805,30.0,0.0,400.0,5.0,2.0,1.0,0.0,0.0,6.0,4.0,1.0,1.6009522085604184
806,28.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,1.8114053635404004
807,66.0,1.0,700.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1466568801489747
808,31.0,1.0,700.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.1447263518441937
809,63.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.3456186519122455
810,56.0,0.0,300.0,5.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,1.348739677525738
811,49.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.8062188291759704
812,47.0,1.0,1420.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8156380210130374
813,22.0,0.0,500.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.255295176638917
814,30.0,1.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,1.8328780558297406
815,31.0,1.0,1120.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,1.8646793211455819
816,60.0,0.0,15820.0,5.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,1.894897390855246
817,19.0,0.0,920.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.2299385854004194
818,38.0,1.0,15720.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.5842063895498608
819,41.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.237410262245385
820,37.0,0.0,500.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.2343241954937487
821,26.0,0.0,300.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.2595569781479097
822,46.0,1.0,100.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,2.4018413097632476
823,46.0,1.0,800.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,2.378140331917134
824,34.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8320494337690048
825,53.0,0.0,900.0,5.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2904496556022655
826,41.0,0.0,800.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.280029534329306
827,30.0,0.0,300.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.7402952821623088
828,20.0,1.0,800.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1689424460954307
829,42.0,0.0,400.0,5.0,3.0,1.0,0.0,0.0,6.0,2.0,1.0,1.5633643146722072
830,45.0,1.0,400.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8754241231907174
831,44.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5481047405021016
832,37.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.228325337708992
833,31.0,0.0,800.0,5.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,2.3041882588993285
834,34.0,1.0,300.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.7928895752908052
835,39.0,1.0,700.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8515426171083864
836,26.0,1.0,820.0,6.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,1.3762098989036473
837,23.0,0.0,820.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.8031569818167843
838,79.0,0.0,820.0,6.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.8387235789495018
839,66.0,1.0,800.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1756974646883758
840,35.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,1.8247544375008788
841,27.0,1.0,600.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,2.136034109682822
842,54.0,0.0,700.0,6.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.3779480959918644
843,37.0,1.0,15400.0,4.0,3.0,1.0,0.0,0.0,6.0,3.0,1.0,1.2686702747275993
844,44.0,0.0,1100.0,6.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.1996453533732483
845,38.0,0.0,15900.0,5.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.2554393107552317
846,41.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.5116442519295
847,24.0,0.0,1220.0,5.0,3.0,1.0,0.0,0.0,6.0,3.0,1.0,1.5559194315552043
848,28.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8133843086768036
849,57.0,1.0,800.0,5.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,1.8186658076158686
850,24.0,1.0,700.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.208051261871421
851,49.0,0.0,16300.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8362707688273878
852,27.0,1.0,820.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.882215708141413
853,44.0,1.0,100.0,4.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.7919660413553744
854,22.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.2321682680275523
855,46.0,0.0,300.0,4.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.851164196678067
856,43.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5462126225743893
857,48.0,1.0,820.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.87537562703296
858,30.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2424655777769287
859,21.0,1.0,320.0,1.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.129983017457058
860,29.0,1.0,500.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,2.00201942943542
861,35.0,0.0,820.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.5510457543523166
862,21.0,1.0,920.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,2.1337500503405153
863,22.0,1.0,1220.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.208822393498162
864,21.0,0.0,720.0,4.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.7098762132966232
865,19.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,1.8087031947762444
866,31.0,0.0,800.0,3.0,3.0,1.0,0.0,0.0,6.0,4.0,1.0,1.5729708228706185
867,29.0,1.0,820.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8426446744448692
868,27.0,0.0,1000.0,6.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.210172429186405
869,22.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,1.682216805726763
870,30.0,1.0,100.0,5.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,2.332796630906891
871,47.0,0.0,800.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,2.311193792245792
872,39.0,0.0,300.0,5.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,4.064460881970982
873,37.0,0.0,900.0,5.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,1.8180925188315773
874,43.0,1.0,820.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.857422957820679
875,57.0,1.0,800.0,6.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.7796321914847109
876,36.0,1.0,15800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.5769521743079213
877,42.0,1.0,500.0,5.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,1.54584820655687
878,42.0,0.0,100.0,5.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,3.896463281394786
879,36.0,0.0,100.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.7666016626468803
880,46.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.78793274434327
881,30.0,1.0,100.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1931737175110864
882,31.0,1.0,100.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.1154550989449117
883,21.0,0.0,1320.0,5.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.802089338536049
884,20.0,1.0,700.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.8672950732047606
885,52.0,0.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.8210519069587692
886,25.0,1.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8344229906063225
887,19.0,1.0,16320.0,2.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.8478535774548532
888,26.0,0.0,500.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8068635667216222
889,69.0,0.0,400.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,1.4788232076614751
890,25.0,0.0,800.0,5.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7650571946840323
891,33.0,0.0,800.0,6.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.5566167010269263
892,39.0,0.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2274151338134396
893,34.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.7960512939601807
894,38.0,0.0,16120.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,1.534789791039035
895,57.0,0.0,1000.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7867972178827027
896,32.0,0.0,700.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,2.2445729127909835
897,69.0,0.0,1000.0,6.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.3828427568924944
898,59.0,0.0,15800.0,6.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,1.5150665146492128
899,37.0,0.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2247400263558004
900,40.0,0.0,400.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.249989443351382
901,27.0,1.0,400.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1475884053849437
902,52.0,1.0,820.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.2104863165287014
903,19.0,1.0,700.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1922804674258534
904,33.0,0.0,900.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2380652801444856
905,25.0,0.0,800.0,4.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,2.3219291782015676
906,40.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,1.661462225416976
907,26.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.8829728253741864
908,20.0,1.0,500.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,2.121793978211484
909,19.0,0.0,400.0,4.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.7938040656890237
910,29.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,1.3681311279588408
911,47.0,1.0,100.0,5.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.8018470897856425
912,23.0,0.0,16320.0,5.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,1.384970568895398
913,25.0,0.0,920.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8148588447908558
914,21.0,0.0,400.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.24469416042516
915,35.0,1.0,800.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.14922077896019
916,28.0,0.0,800.0,5.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,1.76590835795619
917,33.0,0.0,400.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.225261928506279
918,28.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2294311426129907
919,38.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,4.053421122587704
920,65.0,0.0,1220.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.8237449669559271
921,55.0,0.0,900.0,4.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,1.7667941279149926
922,25.0,0.0,800.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,2.273190507451485
923,19.0,0.0,700.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.7817769867717044
924,44.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,1.7900392063660366
925,32.0,0.0,920.0,6.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,2.2853095263378256
926,36.0,1.0,800.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.6700838105721105
927,55.0,1.0,16020.0,2.0,3.0,1.0,0.0,0.0,6.0,3.0,1.0,1.2688854455257403
928,21.0,1.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,2.1826498729800003
929,26.0,1.0,800.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,1.7649026596870856
930,28.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.7887336521844646
931,23.0,1.0,400.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.1458882818153073
932,19.0,0.0,700.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8178831313874253
933,42.0,0.0,500.0,4.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,2.844900649650288
934,60.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,2.3979872558153144
935,25.0,0.0,920.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.8057128528328716
936,25.0,1.0,820.0,1.0,3.0,1.0,0.0,0.0,7.0,1.0,1.0,1.2689398493494803
937,33.0,0.0,900.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8168805351910298
938,37.0,1.0,700.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.9720047325197008
939,62.0,0.0,700.0,4.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.486546388132028
940,34.0,1.0,15720.0,1.0,3.0,1.0,0.0,0.0,7.0,3.0,1.0,1.1864562646147987
941,19.0,0.0,1200.0,5.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,2.2215781666232304
942,19.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,1.7916378069737116
943,28.0,0.0,500.0,6.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,2.22454814647216
944,61.0,0.0,700.0,6.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.2559248452009324
945,31.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.228064860833495
946,51.0,0.0,700.0,6.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,2.2831479729643784
947,26.0,1.0,920.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,1.8320843951150683
948,23.0,0.0,400.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.2721692674616722
949,36.0,0.0,800.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.8066431398898877
950,69.0,0.0,720.0,5.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.2539274708922805
951,61.0,0.0,800.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,1.8233940915555757
952,61.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,1.231624168081285
